image,area,perimeter,aspect_ratio,centroid_x,centroid_y,bbox_x,bbox_y,bbox_w,bbox_h
14_segmented.png,3565,287.56348860263824,1.0120481927710843,706.3433380084151,475.46732117812064,659,431,84,83
14_segmented.png,946,132.46803629398346,0.7777777777777778,486.5803382663848,456.51797040169134,471,435,35,45
14_segmented.png,883,137.53910398483276,1.5483870967741935,621.1947904869762,461.5402038505096,599,445,48,31
14_segmented.png,3387,281.0782070159912,0.6086956521739131,298.5748449955713,504.7325066430469,271,456,56,92
14_segmented.png,3645,325.6051185131073,1.7619047619047619,207.94759945130315,489.92345679012345,151,460,111,63
14_segmented.png,25322,859.1757473945618,0.8034188034188035,553.6245162309455,579.0714398546718,463,464,188,234
14_segmented.png,845,145.25483322143555,0.46296296296296297,1269.9763313609467,497.4260355029586,1255,466,25,54
14_segmented.png,2004,214.9533168077469,0.36470588235294116,12.326347305389222,516.4620758483034,0,474,31,85
14_segmented.png,4223,334.1909055709839,1.8923076923076922,924.42457968269,507.59602178546055,860,474,123,65
14_segmented.png,879,137.78174448013306,0.813953488372093,455.5051194539249,511.254835039818,439,489,35,43
14_segmented.png,4442,451.9726495742798,1.3411764705882352,1166.3948671769474,526.4158036920306,1111,489,114,85
14_segmented.png,1097,145.53910374641418,1.625,1088.2579762989972,505.9772105742935,1062,491,52,32
14_segmented.png,9103,511.1442219018936,0.7549668874172185,175.2078435680545,575.8116005712402,112,516,114,151
14_segmented.png,6189,426.8010767698288,1.3942307692307692,781.2762966553563,567.0130877363064,713,520,145,104
14_segmented.png,1021,161.68123960494995,0.9574468085106383,662.3927522037219,550.9059745347698,639,529,45,47
14_segmented.png,1428,157.82337534427643,0.9019607843137255,250.57282913165267,561.4796918767507,229,535,46,51
14_segmented.png,1413,188.651801943779,0.6212121212121212,1218.799009200283,573.1847133757962,1197,541,41,66
14_segmented.png,2488,254.69343101978302,0.6111111111111112,413.89147909967846,594.4449356913183,384,544,55,90
14_segmented.png,1604,213.2792181968689,1.0701754385964912,955.9158354114713,570.8304239401497,922,545,61,57
14_segmented.png,1082,160.40916073322296,1.4146341463414633,714.0277264325324,569.1469500924214,686,549,58,41
14_segmented.png,796,112.56854128837585,0.6666666666666666,1256.8354271356784,582.893216080402,1242,561,28,42
14_segmented.png,749,135.1959582567215,1.40625,834.0734312416555,585.7850467289719,812,570,45,32
14_segmented.png,913,120.71067667007446,0.9230769230769231,1163.0799561883898,602.0843373493976,1145,582,36,39
14_segmented.png,592,96.3259003162384,0.84375,1044.3091216216217,612.1959459459459,1032,595,27,32
14_segmented.png,925,133.29646241664886,0.5283018867924528,257.4886486486486,634.172972972973,243,607,28,53
14_segmented.png,2585,337.1614671945572,0.5714285714285714,370.5311411992263,674.1292069632495,339,607,68,119
14_segmented.png,1804,183.72286927700043,1.4318181818181819,1230.168514412417,632.9262749445676,1199,611,63,44
14_segmented.png,989,171.09545242786407,1.903225806451613,938.7178968655207,629.9514661274014,911,614,59,31
14_segmented.png,1087,174.65180122852325,1.0714285714285714,59.672493100275986,646.1315547378105,40,626,45,42
14_segmented.png,2001,248.69343101978302,0.7972972972972973,684.8840579710145,670.455272363818,649,629,59,74
14_segmented.png,1101,168.85281193256378,2.0625,860.1398728428701,645.7438692098093,825,628,66,32
14_segmented.png,3997,452.31579554080963,0.6194029850746269,1061.959969977483,684.1453590192644,1029,628,83,134
14_segmented.png,565,109.29646420478821,0.6923076923076923,21.713274336283185,656.8495575221239,9,638,27,39
14_segmented.png,3344,280.8771961927414,1.5483870967741935,454.59718899521533,677.647428229665,415,643,96,62
14_segmented.png,1371,185.23758780956268,2.0,947.6134208606857,670.0196936542669,912,651,70,35
14_segmented.png,1061,205.62236380577087,0.6727272727272727,237.59566446748352,689.0103675777568,220,663,37,55
14_segmented.png,1299,154.02438485622406,1.84375,140.5958429561201,680.3125481139338,112,666,59,32
14_segmented.png,1779,209.58073389530182,0.8833333333333333,66.89713322091062,697.0118043844857,43,669,53,60
14_segmented.png,560,89.25483310222626,0.8064516129032258,887.7375,684.7535714285714,875,669,25,31
14_segmented.png,1457,182.06601524353027,1.4047619047619047,811.0425531914893,693.2017844886753,780,674,59,42
14_segmented.png,2158,269.07820761203766,1.5686274509803921,1127.8989805375347,708.7252085264133,1090,679,80,51
14_segmented.png,1317,172.02438497543335,0.7735849056603774,1262.136674259681,722.292331055429,1239,695,41,53
14_segmented.png,535,100.56854140758514,1.1428571428571428,938.0859813084112,710.007476635514,924,698,32,28
14_segmented.png,13501,515.7716399431229,1.3728813559322033,721.3376046218799,758.3590104436709,639,703,162,118
14_segmented.png,1358,178.1665198802948,0.8703703703703703,507.9477172312224,735.6958762886597,485,710,47,54
14_segmented.png,3864,373.2619730234146,0.2986111111111111,844.5962732919255,784.5432194616977,822,713,43,144
14_segmented.png,891,153.33809387683868,1.0212765957446808,220.8159371492705,750.5858585858585,201,729,48,47
14_segmented.png,3628,272.3502856492996,0.8974358974358975,587.4762954796031,770.8798235942668,550,733,70,78
14_segmented.png,2609,287.80612885951996,0.7311827956989247,261.41011881947105,785.4549635875815,231,735,68,93
14_segmented.png,1694,220.10764455795288,1.1481481481481481,110.76505312868949,767.1404958677685,77,738,62,54
14_segmented.png,1298,176.16652035713196,1.6285714285714286,1154.346687211094,761.5747303543914,1129,744,57,35
14_segmented.png,836,121.88224935531616,1.1176470588235294,991.8923444976076,768.3744019138755,974,751,38,34
14_segmented.png,2091,212.208150267601,1.2241379310344827,910.4098517455762,780.5758010521282,877,753,71,58
14_segmented.png,5399,644.8254609107971,1.280701754385965,1149.5801074273013,824.0162993146879,1099,760,146,114
14_segmented.png,2885,291.72286891937256,0.3867924528301887,454.6173310225303,829.6918544194108,438,779,41,106
14_segmented.png,6769,496.4751753807068,1.1326530612244898,1036.0772639976362,845.3597281725513,977,787,111,98
14_segmented.png,9193,439.11983704566956,1.3578947368421053,150.94267377352332,841.6935711954749,85,790,129,95
14_segmented.png,1128,143.7817440032959,1.15,977.8732269503546,809.7828014184397,956,790,46,40
14_segmented.png,2068,199.72286903858185,0.7647058823529411,307.29110251450675,830.9685686653771,283,797,52,68
14_segmented.png,1082,144.02438461780548,0.6666666666666666,899.7199630314233,837.8632162661737,883,815,34,51
14_segmented.png,1291,172.65180134773254,1.326086956521739,788.0495739736639,837.5104570100697,756,818,61,46
14_segmented.png,548,106.91168677806854,0.525,531.1295620437957,845.5,520,827,21,40
14_segmented.png,1333,170.16652035713196,1.631578947368421,620.3420855213803,852.1822955738935,587,834,62,38
14_segmented.png,1868,208.4091603755951,1.5909090909090908,258.8153104925054,864.5203426124197,222,841,70,44
14_segmented.png,1978,225.09545266628265,2.210526315789474,762.7254802831143,869.4261880687563,731,847,84,38
14_segmented.png,778,128.22539496421814,1.8148148148148149,570.1259640102828,872.9293059125964,549,858,49,27
14_segmented.png,733,126.42640590667725,2.272727272727273,389.55388813096863,876.4529331514325,364,863,50,22
2-250x_1_segmented.png,1439,161.05382215976715,1.1818181818181819,45.7359277275886,16.155663655316193,21,0,52,44
2-250x_1_segmented.png,1266,150.71067643165588,0.8695652173913043,163.20695102685625,18.643759873617693,141,0,40,46
2-250x_1_segmented.png,785,139.15432786941528,0.7446808510638298,319.6165605095541,19.719745222929937,303,0,35,47
2-250x_1_segmented.png,637,134.81118178367615,1.0,385.75824175824175,14.676609105180534,369,0,35,35
2-250x_1_segmented.png,2872,228.26702547073364,0.9365079365079365,653.8763927576601,29.58426183844011,622,0,59,63
2-250x_1_segmented.png,16458,755.754395365715,1.8782608695652174,813.0734597156398,44.47302223842508,693,0,216,115
2-250x_1_segmented.png,1568,185.29646265506744,2.121212121212121,994.235331632653,12.457270408163266,957,0,70,33
2-250x_1_segmented.png,3267,242.40916085243225,1.4727272727272727,1135.626874808693,24.555249464340374,1097,0,81,55
2-250x_1_segmented.png,2736,330.3919162750244,0.9878048780487805,1243.701388888889,36.72624269005848,1199,0,81,82
2-250x_1_segmented.png,5843,464.0142802000046,0.4966887417218543,397.79120314906726,111.34160533972275,358,24,75,151
2-250x_1_segmented.png,1560,169.9238795042038,0.6612903225806451,111.49102564102564,63.43141025641026,91,33,41,62
2-250x_1_segmented.png,7240,407.58787274360657,0.875,578.2019337016575,96.48204419889503,537,33,105,120
2-250x_1_segmented.png,3609,287.9482647180557,0.8941176470588236,1199.7533942920477,84.04461069548351,1156,41,76,85
2-250x_1_segmented.png,740,148.8528115749359,0.7446808510638298,945.9081081081081,63.59324324324324,925,44,35,47
2-250x_1_segmented.png,1697,221.03657793998718,0.9032258064516129,28.95992928697702,73.66588096641131,0,47,56,62
2-250x_1_segmented.png,3165,276.73506128787994,0.935064935064935,736.1608214849921,99.59968404423381,705,61,72,77
2-250x_1_segmented.png,3417,367.8893897533417,0.87,1130.769388352356,111.366403277729,1092,68,87,100
2-250x_1_segmented.png,740,119.88224947452545,0.7073170731707317,195.87972972972972,102.66216216216216,181,80,29,41
2-250x_1_segmented.png,699,123.39696824550629,0.6,292.3361945636624,116.03862660944206,280,95,27,45
2-250x_1_segmented.png,739,113.15432786941528,0.6410256410256411,1258.765899864682,117.7767253044655,1247,99,25,39
2-250x_1_segmented.png,14442,664.6244510412216,0.6263157894736842,136.3995983935743,193.9832433181,78,102,119,190
2-250x_1_segmented.png,578,98.56854152679443,1.032258064516129,1063.8685121107267,122.55709342560553,1047,109,32,31
2-250x_1_segmented.png,586,111.15432786941528,0.4772727272727273,326.26450511945393,133.50511945392492,315,113,21,44
2-250x_1_segmented.png,1434,177.58073353767395,0.8653846153846154,651.5160390516039,141.43723849372384,631,115,45,52
2-250x_1_segmented.png,6067,548.5411911010742,1.8076923076923077,853.0758200098895,168.6088676446349,775,135,141,78
2-250x_1_segmented.png,1359,187.2375876903534,1.3636363636363635,1018.0073583517292,158.43119941133187,984,139,60,44
2-250x_1_segmented.png,2882,241.03657734394073,1.1724137931034482,956.8421235253296,187.80499653018737,923,160,68,58
2-250x_1_segmented.png,7817,488.05591011047363,1.8409090909090908,1092.8981706537036,203.90584623257004,1015,162,162,88
2-250x_1_segmented.png,22122,942.3300751447678,1.8391608391608392,560.4908236145014,238.3812042310822,443,177,263,143
2-250x_1_segmented.png,2910,260.4091603755951,0.6341463414634146,1259.8852233676976,217.97147766323025,1228,177,52,82
2-250x_1_segmented.png,2210,222.35028505325317,1.469387755102041,389.34796380090495,224.6393665158371,351,199,72,49
2-250x_1_segmented.png,2067,232.35028564929962,0.47619047619047616,317.91678761490084,247.43347847121433,297,205,40,84
2-250x_1_segmented.png,964,131.88224959373474,1.5862068965517242,757.6856846473029,224.57883817427387,733,209,46,29
2-250x_1_segmented.png,14089,944.2295694351196,1.9916666666666667,951.5380793526865,302.7282276953652,830,243,239,120
2-250x_1_segmented.png,851,118.46803617477417,0.8048780487804879,1138.572267920094,267.66274970622794,1123,248,33,41
2-250x_1_segmented.png,2671,227.62236404418945,0.8656716417910447,403.341070760015,292.0374391613628,373,259,58,67
2-250x_1_segmented.png,1265,174.40916097164154,1.4146341463414633,739.0395256916996,292.1802371541502,710,271,58,41
2-250x_1_segmented.png,1430,213.72286880016327,0.3411764705882353,1240.1937062937063,312.0874125874126,1226,274,29,85
2-250x_1_segmented.png,1378,205.37972271442413,1.7272727272727273,633.1255442670537,294.56168359941944,597,276,76,44
2-250x_1_segmented.png,6844,446.6589411497116,1.5853658536585367,138.27776154295734,333.87872589129165,80,297,130,82
2-250x_1_segmented.png,928,166.02438497543335,0.5333333333333333,1205.134698275862,326.2467672413793,1189,297,32,60
2-250x_1_segmented.png,2489,219.96551024913788,1.2363636363636363,30.882282040980314,331.96866211329854,0,304,68,55
2-250x_1_segmented.png,1730,226.59292650222778,1.1206896551724137,781.9329479768786,330.4387283236994,748,306,65,58
2-250x_1_segmented.png,690,124.76955163478851,0.36,1271.9971014492753,330.41449275362316,1262,308,18,50
2-250x_1_segmented.png,5449,455.7716394662857,1.2685185185185186,269.9862360066067,359.07285740502846,200,317,137,108
2-250x_1_segmented.png,735,141.78174424171448,0.8809523809523809,390.61496598639457,341.96462585034016,373,323,37,42
2-250x_1_segmented.png,4475,447.5289988517761,2.824561403508772,644.8925139664805,346.2922905027933,562,322,161,57
2-250x_1_segmented.png,1643,242.83556652069092,1.126984126984127,526.1533779671333,357.3104077906269,485,327,71,63
2-250x_1_segmented.png,1178,159.09545242786407,1.8125,1140.990662139219,348.3480475382003,1116,331,58,32
2-250x_1_segmented.png,921,170.36753058433533,0.391304347826087,346.9011943539631,373.8501628664495,334,341,27,69
2-250x_1_segmented.png,2191,308.1909055709839,2.58974358974359,1013.2186216339571,371.50570515746233,968,353,101,39
2-250x_1_segmented.png,1082,156.02438485622406,2.0,799.0554528650647,368.17190388170053,771,355,54,27
2-250x_1_segmented.png,1079,199.03657734394073,2.2666666666666666,472.8424467099166,376.30398517145505,441,362,68,30
2-250x_1_segmented.png,879,123.88224935531616,1.5714285714285714,582.8156996587031,378.94311717861206,562,365,44,28
2-250x_1_segmented.png,5165,429.48736894130707,2.1846153846153844,1156.7713455953533,401.2923523717328,1089,368,142,65
2-250x_1_segmented.png,1597,165.82337403297424,1.127659574468085,43.60300563556669,393.6462116468378,17,372,53,47
2-250x_1_segmented.png,6507,484.0142790079117,1.079646017699115,246.61533732903027,436.4040264330721,188,374,122,113
2-250x_1_segmented.png,873,119.05382263660431,0.7804878048780488,375.97021764032075,393.9644902634593,360,374,32,41
2-250x_1_segmented.png,3231,251.2792183160782,0.9855072463768116,126.34478489631692,416.0009285051068,88,380,68,69
2-250x_1_segmented.png,992,150.36753046512604,0.66,938.4657258064516,410.8538306451613,925,389,33,50
2-250x_1_segmented.png,741,117.98275482654572,0.65,426.67206477732793,425.19028340080973,414,405,26,40
2-250x_1_segmented.png,575,105.98275470733643,0.9333333333333333,585.4730434782608,426.84521739130435,573,413,28,30
2-250x_1_segmented.png,4353,343.22034311294556,1.9333333333333333,1232.4125890190674,441.26257753273603,1164,412,116,60
2-250x_1_segmented.png,2859,239.52185881137848,1.4285714285714286,678.4977264777895,448.9076600209864,644,418,80,56
2-250x_1_segmented.png,532,100.66904664039612,1.6818181818181819,892.156015037594,434.8251879699248,873,425,37,22
2-250x_1_segmented.png,1647,231.27921783924103,1.4807692307692308,361.73406193078324,452.2853673345477,327,426,77,52
2-250x_1_segmented.png,2250,230.69343197345734,1.0,973.8724444444445,453.5586666666667,948,429,62,62
2-250x_1_segmented.png,1431,224.9360715150833,1.4528301886792452,37.77847658979734,458.2159329140461,0,430,77,53
2-250x_1_segmented.png,875,157.33809316158295,2.2962962962962963,1130.2297142857142,446.8,1099,435,62,27
2-250x_1_segmented.png,1069,151.09545183181763,0.7222222222222222,611.8372310570627,467.4780168381665,591,440,39,54
2-250x_1_segmented.png,1009,146.8528118133545,1.0769230769230769,1036.8919722497521,463.4033696729435,1016,442,42,39
2-250x_1_segmented.png,1625,205.96550989151,1.5,545.248,469.5692307692308,509,448,69,46
2-250x_1_segmented.png,1475,165.23758733272552,1.2045454545454546,806.4345762711864,474.2813559322034,782,454,53,44
2-250x_1_segmented.png,1348,230.69343090057373,0.8,875.9295252225519,493.74703264094956,847,461,52,65
2-250x_1_segmented.png,6944,379.6467487812042,0.9523809523809523,721.7570564516129,518.1309043778801,674,469,100,105
2-250x_1_segmented.png,818,111.63960909843445,1.0606060606060606,327.9474327628362,488.2872860635697,310,472,35,33
2-250x_1_segmented.png,3851,561.3696180582047,2.289473684210526,430.8415995845235,503.8164113217346,343,472,174,76
2-250x_1_segmented.png,612,101.74011433124542,0.9666666666666667,1214.7205882352941,487.5571895424837,1201,473,29,30
2-250x_1_segmented.png,3773,296.87719643116,1.9298245614035088,68.79512324410284,504.54412934004773,13,475,110,57
